age,gender,sleep_hours,screen_time_hours,distance_travelled_km,places_visited,exercise_minutes,work_hours,social_score,caffeine_mg,step_count,study_hours,phone_usage_type,screen_to_sleep_ratio,movement_intensity,stress_score,stress_level,random_noise_feature
40,Other,4.5,7.4,6.7,4,24,10,4,112,10536,0.8,study,1.644,1.675,69.8,medium,874.7903
49,Female,8.3,6.3,2.8,6,80,7,5,155,6110,1.1,social,0.759,0.467,39.3,low,989.1894
40,Female,4.9,9.5,5.1,4,50,4,9,185,9176,4.5,study,1.939,1.275,60.6,medium,119.534
39,Male,6.9,8.6,2.0,1,52,8,5,327,6868,3.8,study,1.246,2.0,61.3,medium,80.5333
48,Female,6.1,9.7,2.5,4,17,4,1,336,11207,1.6,gaming,1.59,0.625,69.4,medium,481.6537
21,Male,6.3,1.5,3.4,4,14,10,5,198,10700,2.3,mixed,0.238,0.85,68.3,medium,512.5757
43,Female,8.0,8.4,,2,67,4,2,120,5926,3.1,study,1.05,1.35,72.6,high,185.1403
51,Female,8.6,2.6,6.1,4,54,4,3,113,1668,1.2,mixed,0.302,1.525,41.3,medium,187.701
19,Male,8.2,1.0,2.2,5,43,5,7,352,2101,2.9,mixed,0.122,0.44,43.0,medium,204.846
29,Male,7.0,1.4,2.4,2,52,4,6,3,7909,1.5,mixed,0.2,1.2,42.3,medium,843.5196
23,Female,6.2,4.0,5.5,1,89,5,2,255,10327,1.2,mixed,0.645,5.5,38.8,low,818.0848
44,Male,5.2,6.5,11.1,2,8,8,9,137,1522,3.4,study,1.25,5.55,47.1,medium,999.8085
53,Female,5.1,1.2,3.8,1,29,4,1,187,11991,1.2,mixed,0.235,3.8,72.7,high,254.8266
42,Male,8.5,3.1,7.9,5,64,4,6,193,1966,3.1,study,0.365,1.58,34.3,low,911.4644
34,Female,7.1,5.7,8.5,6,26,10,2,70,4253,2.9,social,0.803,1.417,50.4,medium,706.9863
18,Female,5.4,2.8,11.1,5,17,9,4,328,7928,3.4,study,0.519,2.22,51.6,medium,622.2082
31,Female,8.5,7.7,7.5,2,71,7,9,190,6379,3.5,study,0.906,3.75,36.5,low,53.8674
34,Female,4.7,7.9,2.2,5,62,6,5,199,8756,2.0,gaming,1.681,0.44,73.8,high,106.8432
32,Male,8.2,6.9,2.6,4,26,7,7,214,7402,3.7,mixed,0.841,0.65,49.2,medium,260.9997
37,Female,6.0,1.4,7.8,6,39,6,3,302,6714,4.7,study,0.233,1.3,45.4,medium,589.7549
34,Male,8.5,,2.3,6,88,4,3,175,10263,1.1,mixed,0.953,0.383,46.2,medium,669.4129
42,Female,6.5,8.4,4.4,3,82,8,2,153,7531,3.6,study,1.292,1.467,47.7,medium,705.7137
52,Female,6.8,2.4,11.6,3,47,7,2,265,6532,0.7,mixed,0.353,3.867,36.9,low,866.9579
23,Female,5.9,8.6,6.8,3,50,9,4,201,8371,3.7,study,1.458,2.267,56.4,medium,343.7222
26,Male,4.6,7.5,3.5,2,49,7,6,222,11819,0.3,gaming,1.63,1.75,79.8,high,420.5838
31,Male,7.8,4.0,1.8,1,22,4,1,342,11764,4.1,study,0.513,1.8,52.7,medium,590.9818
50,Male,8.1,8.9,10.3,5,83,10,5,386,6033,0.2,gaming,1.099,2.06,45.2,medium,704.4235
53,Male,8.2,8.2,6.3,6,89,10,6,231,8908,3.0,gaming,1.0,1.05,45.4,medium,559.4801
52,Female,7.2,8.0,10.3,6,86,7,3,210,10679,1.0,gaming,1.111,1.717,37.5,low,248.3448
39,Female,,6.0,4.8,5,18,4,1,214,1756,2.0,social,1.017,0.96,67.3,medium,433.6269
29,Male,6.3,9.7,8.7,7,9,4,2,35,1854,3.7,study,1.54,1.243,60.5,medium,495.7326
41,Female,6.6,4.5,3.7,2,75,4,4,67,8874,3.0,mixed,0.682,1.85,39.4,low,323.7019
54,Male,5.2,8.1,7.8,3,2,9,2,128,9333,4.1,study,1.558,2.6,66.7,medium,615.3622
50,Female,7.2,9.7,5.4,6,29,8,2,121,3797,0.1,gaming,1.347,0.9,60.5,medium,355.5741
42,Male,,6.9,5.7,2,81,10,2,28,11708,4.7,study,1.095,2.85,48.4,medium,887.15
19,Male,,6.8,2.1,4,9,9,2,386,7872,4.7,study,0.782,0.525,58.8,medium,975.6934
51,Female,4.8,4.6,2.1,7,76,8,6,125,11324,3.6,study,0.958,0.3,49.9,medium,936.6908
47,Female,6.4,6.2,8.7,2,23,4,4,251,7870,4.9,study,0.969,4.35,44.1,medium,253.1183
27,Male,7.7,7.5,10.5,5,76,7,1,60,11718,1.4,gaming,0.974,2.1,39.3,low,953.5462
54,Other,4.8,8.0,11.6,1,13,5,8,132,5132,0.5,gaming,1.667,11.6,55.6,medium,332.2751
28,Female,4.7,5.3,10.0,5,62,10,1,213,6450,0.8,social,1.128,2.0,58.3,medium,66.354
45,Male,4.6,,8.9,1,30,9,2,332,4114,4.5,study,1.196,8.9,59.5,medium,981.4354
49,Male,6.4,9.2,8.5,6,85,9,6,153,9282,1.0,gaming,1.437,1.417,44.7,medium,0.3909
28,Male,6.6,,7.3,7,77,10,5,112,2395,0.3,mixed,0.485,1.043,39.7,low,725.4099
46,Male,8.5,6.1,10.0,4,83,8,8,244,10555,4.4,study,0.718,2.5,26.7,low,33.5339
41,Female,7.3,5.7,2.8,1,42,5,2,227,2584,1.7,social,0.781,2.8,48.1,medium,170.4063
23,Female,8.4,4.8,3.7,7,76,7,9,205,4478,3.8,study,0.571,0.529,34.2,low,684.2668
31,Male,8.2,3.6,2.0,4,85,6,5,205,5568,2.1,mixed,0.439,0.5,37.4,low,939.3184
41,Female,6.3,1.3,11.0,6,14,9,9,310,4836,4.6,study,0.206,1.833,55.1,medium,368.7542
47,Female,6.0,8.0,5.0,2,47,10,2,207,1707,2.7,gaming,1.333,2.5,68.4,medium,943.9043
32,Female,6.8,7.1,9.4,2,30,4,8,289,11680,2.5,gaming,1.044,4.7,40.5,medium,949.0437
40,Female,6.8,1.2,7.7,1,37,10,8,398,10762,3.7,study,0.176,7.7,43.4,medium,636.3975
26,Female,7.2,6.3,6.5,6,54,10,6,167,5136,1.6,social,0.875,1.083,44.8,medium,972.3047
34,Male,6.4,7.6,2.7,3,51,9,9,350,3849,2.0,gaming,1.187,0.9,48.8,medium,931.7426
50,Male,5.1,3.4,2.5,2,68,7,3,373,7916,4.9,gaming,0.667,1.25,52.3,medium,231.9634
36,Female,6.4,3.3,6.8,1,63,9,7,248,8724,0.1,mixed,0.516,6.8,25.0,low,750.2053
53,Female,7.8,7.9,0.5,7,58,5,9,367,9556,3.7,study,1.013,0.071,44.9,medium,601.2372
50,Female,7.6,7.0,5.8,7,27,8,3,350,6198,2.3,social,0.921,0.829,50.0,medium,306.6774
22,Female,7.1,4.7,5.9,1,64,10,1,175,7588,1.4,social,0.662,5.9,47.7,medium,755.5994
29,Female,8.6,4.3,10.4,4,49,9,2,78,9019,1.7,mixed,0.5,2.6,41.0,medium,254.4825
39,Male,4.6,9.2,7.1,6,37,4,8,22,9160,0.4,gaming,2.0,1.183,62.6,medium,843.6388
36,Female,7.6,4.4,3.9,3,27,7,6,22,4876,2.5,mixed,0.579,1.3,45.8,medium,836.2446
30,Male,6.3,7.2,6.1,1,17,7,7,213,6219,2.5,gaming,1.143,6.1,71.8,high,586.3376
42,Male,6.6,7.8,5.2,3,63,9,2,93,3866,0.8,gaming,1.182,1.733,22.6,low,548.484
40,Male,8.8,5.2,3.4,3,64,10,6,17,6289,0.4,social,0.591,1.133,45.7,medium,671.0746
47,Male,6.2,9.4,8.3,1,45,6,8,86,7529,2.2,gaming,1.516,8.3,20.3,low,732.8038
19,Male,8.8,6.9,4.8,1,63,9,1,308,5725,3.6,study,0.784,4.8,49.4,medium,376.2377
25,Female,8.9,7.4,9.0,4,62,9,1,337,3551,4.0,study,0.831,2.25,46.2,medium,555.7194
20,Male,8.9,9.5,3.4,1,24,4,3,2,9104,1.4,gaming,1.067,3.4,80.2,high,119.3115
27,Female,7.5,5.9,11.7,2,85,5,5,352,8261,3.4,study,0.787,5.85,27.0,low,288.7294
23,Female,5.5,,,2,33,8,6,231,5916,4.8,study,0.455,5.65,42.8,medium,928.0883
43,Female,6.0,9.5,5.5,7,20,7,8,35,5688,0.5,gaming,1.583,0.786,58.8,medium,757.8112
43,Female,6.5,5.8,9.7,5,48,4,2,218,9550,4.6,study,0.892,1.94,25.1,low,697.4124
51,Female,,4.9,8.8,6,58,8,8,72,7710,5.0,study,0.742,1.467,8.8,low,254.7552
38,Female,4.8,2.8,1.6,1,68,9,9,157,10051,0.7,mixed,0.583,1.6,51.4,medium,579.5282
31,Female,7.1,3.4,11.7,1,68,7,7,89,10121,1.9,mixed,0.479,11.7,28.0,low,845.1695
21,Male,5.0,8.1,6.6,5,65,5,8,251,3652,0.0,gaming,1.62,1.32,51.5,medium,258.6811
40,Male,5.5,5.9,,2,20,9,1,178,11357,3.4,study,1.073,1.55,81.4,high,789.1371
54,Female,,2.9,8.5,1,66,8,5,321,3813,4.1,study,0.509,8.5,39.8,low,267.767
26,Male,8.3,7.1,,6,20,8,5,93,8187,3.5,study,0.855,1.733,44.1,medium,149.4247
37,Male,5.9,7.1,5.0,3,78,7,1,238,8090,3.7,study,1.203,1.667,63.0,medium,85.944
19,Male,8.1,6.3,5.2,2,20,9,1,6,3335,3.5,study,0.778,2.6,71.0,high,725.6985
19,Male,8.5,7.5,11.1,7,59,6,6,370,9299,1.5,gaming,0.882,1.586,36.6,low,848.3651
35,Male,7.0,9.6,1.3,3,6,5,5,396,5691,4.2,study,1.371,0.433,89.7,high,914.6239
39,Other,5.5,2.1,6.9,1,20,8,4,100,4753,0.6,mixed,0.382,6.9,52.4,medium,294.7634
52,Male,5.5,9.6,8.4,1,80,8,6,254,4309,3.8,study,1.745,8.4,50.4,medium,906.749
53,Female,7.0,8.2,3.8,5,57,9,2,3,11042,2.0,gaming,1.171,0.76,55.2,medium,766.2368
31,Female,7.3,6.8,9.9,5,80,4,1,268,8174,1.4,social,0.932,1.98,36.8,low,246.9046
21,Female,7.4,8.0,4.9,5,49,8,5,92,7580,3.1,study,1.081,0.98,48.6,medium,39.0895
45,Other,6.0,7.0,11.8,3,50,6,1,31,2807,4.7,study,1.167,3.933,44.1,medium,423.5632
19,Male,7.9,8.1,2.2,4,86,10,4,311,6703,3.2,study,1.025,0.55,51.6,medium,500.5803
30,Female,6.9,2.0,7.7,6,28,9,8,329,10157,2.3,mixed,0.29,1.283,42.0,medium,656.1012
24,Female,4.9,7.9,11.8,7,9,5,2,209,5123,2.2,gaming,1.612,1.686,60.3,medium,417.4816
42,Male,5.2,8.4,6.6,5,43,8,3,35,11110,3.8,study,1.615,1.32,72.3,high,316.8489
33,Male,5.1,,2.5,5,40,4,3,65,6849,0.9,mixed,1.216,0.5,75.2,high,370.3513
51,Female,6.6,7.6,5.2,3,7,6,2,34,10174,0.6,gaming,1.152,1.733,56.0,medium,546.9635
42,Female,8.8,2.5,10.3,3,59,10,3,361,5322,2.3,mixed,0.284,3.433,41.3,medium,894.9422
47,Male,7.3,2.4,,3,78,6,7,74,2883,3.3,study,0.329,2.867,29.9,low,136.8312
43,Male,5.5,4.8,0.6,7,83,4,4,178,9026,1.1,social,0.873,0.086,45.8,medium,574.7338
42,Female,7.0,6.9,4.2,3,32,6,5,101,3709,1.8,social,0.986,1.4,48.6,medium,834.1843
37,Female,5.1,1.2,6.9,6,72,5,2,40,8128,4.0,study,0.235,1.15,47.9,medium,90.6118
18,Other,6.5,6.1,6.5,4,83,9,7,11,8654,1.4,social,0.938,1.625,34.9,low,420.9198
26,Male,8.1,7.0,0.9,4,37,5,9,132,10339,2.4,social,0.864,0.225,45.5,medium,84.3706
23,Male,7.7,7.8,6.9,4,23,8,7,80,4780,0.5,gaming,1.013,1.725,48.2,medium,213.4955
40,Male,9.0,7.1,1.3,1,44,7,6,386,1554,2.1,gaming,0.789,1.3,47.6,medium,983.2422
50,Male,6.0,6.0,10.9,4,18,10,9,239,4733,1.2,study,1.0,2.725,45.5,medium,12.0693
38,Male,8.3,5.0,10.4,3,36,9,6,67,3645,3.0,social,0.602,3.467,39.3,low,500.0758
35,Female,6.0,6.5,1.4,7,87,9,5,313,3202,1.4,social,1.083,0.2,45.3,medium,90.9755
52,Female,8.6,8.5,9.5,7,47,6,5,384,3133,3.9,study,0.988,1.357,45.2,medium,963.5887
35,Male,6.5,5.0,7.6,1,0,9,6,367,11030,4.0,study,0.769,7.6,46.5,medium,673.2798
35,Male,6.9,4.2,1.4,5,44,5,3,328,1988,0.8,mixed,0.609,0.28,46.8,medium,469.1283
37,Male,6.4,8.0,4.1,2,84,4,3,34,7252,3.6,study,1.25,2.05,46.0,medium,597.6672
33,Male,7.2,1.1,8.9,1,21,4,2,348,8894,0.4,mixed,0.153,8.9,44.8,medium,158.586
31,Male,5.6,9.5,1.8,3,37,9,8,216,5642,0.6,gaming,1.696,0.6,69.4,medium,42.5804
53,Other,8.8,3.7,1.2,3,45,10,7,197,1537,3.0,mixed,0.42,0.4,48.6,medium,211.7465
26,Male,7.1,2.9,5.4,7,81,5,4,254,10114,3.3,study,0.408,0.771,36.2,low,988.125
40,Male,8.1,20.0,11.5,1,14,9,8,125,11160,1.4,mixed,0.346,11.5,39.8,low,624.5351
47,Female,5.4,3.4,2.5,5,40,4,4,356,4161,3.9,study,0.63,0.5,54.2,medium,679.8994
47,Female,7.2,5.7,1.1,1,30,9,6,250,3621,0.4,social,0.792,1.1,49.3,medium,442.1013
45,Male,8.2,1.5,5.8,7,13,7,6,264,1989,0.3,mixed,0.183,0.829,45.6,medium,218.7587
44,Female,4.7,1.7,6.2,5,30,5,4,56,6208,1.6,mixed,0.362,1.24,57.1,medium,71.5271
43,Male,,8.9,11.2,2,63,5,5,55,4349,4.5,study,1.309,5.6,41.7,medium,4.4689
49,Female,4.9,8.7,2.7,7,69,7,1,276,1989,0.4,gaming,1.776,0.386,84.0,high,165.9035
31,Female,5.1,6.8,3.8,5,66,5,2,127,7118,0.1,social,1.333,0.76,55.5,medium,116.9878
38,Male,7.1,6.4,8.5,5,6,5,2,148,6789,1.7,social,0.901,1.7,47.8,medium,179.2266
46,Male,7.3,5.4,,2,66,4,2,225,4419,4.3,study,0.74,3.3,39.5,low,943.7385
27,Female,5.9,8.2,10.5,6,54,8,5,266,9309,3.2,study,1.39,1.75,45.9,medium,937.6752
33,Male,7.1,3.6,5.8,7,77,5,4,370,11488,0.6,mixed,0.507,0.829,36.5,low,811.8728
28,Female,7.5,2.7,8.6,3,8,4,6,34,5548,3.9,study,0.36,2.867,42.3,medium,974.8611
46,Female,7.6,3.8,10.1,1,75,9,5,49,1597,0.8,study,0.5,10.1,33.7,low,143.1029
45,Female,7.6,9.6,2.5,1,79,9,8,142,6974,0.4,gaming,1.263,2.5,51.1,medium,518.8578
42,Female,7.4,3.7,40.0,3,88,6,4,386,3029,4.2,study,0.5,2.833,31.3,low,230.8113
35,Male,4.8,8.8,8.6,6,59,5,6,398,8559,2.5,gaming,1.833,1.433,56.1,medium,187.315
19,Female,5.6,4.8,7.7,1,80,6,6,148,10699,2.9,social,0.857,7.7,38.0,low,156.1547
48,Female,7.2,3.3,3.7,7,3,5,6,61,6889,4.9,study,0.458,0.529,48.2,medium,222.0111
49,Female,6.3,7.2,9.1,3,29,5,7,85,3928,3.3,study,1.143,3.033,43.8,medium,0.1655
50,Male,5.7,8.2,2.4,5,81,10,8,107,7267,3.3,study,1.439,0.48,54.4,medium,640.3424
40,Female,6.1,1.6,11.3,2,72,9,3,241,9765,2.5,mixed,0.262,5.65,37.6,low,488.1799
35,Male,4.8,7.4,4.3,2,12,8,9,264,3568,0.1,gaming,1.542,2.15,61.2,medium,466.1766
39,Male,7.1,6.8,8.8,7,33,6,4,206,11820,0.5,social,0.958,1.257,43.6,medium,198.2649
20,Female,6.6,8.2,7.4,7,13,5,2,354,8810,2.2,gaming,1.242,1.057,80.5,high,337.2801
35,Male,5.4,4.9,2.7,3,89,6,7,14,4923,4.5,study,0.907,0.9,67.1,medium,998.9402
46,Female,4.8,3.3,1.0,2,12,7,9,283,2694,3.8,study,0.688,0.5,57.9,medium,389.9202
37,Female,,2.9,,2,6,10,1,32,9772,4.5,study,0.558,3.6,85.1,high,422.2958
26,Female,7.5,5.9,2.9,6,64,4,4,2,1954,3.7,study,0.787,0.483,42.2,medium,775.2757
42,Other,5.6,4.2,6.9,2,60,4,8,368,5310,4.3,study,0.75,3.45,23.1,low,729.5772
25,Female,7.4,7.1,10.3,4,37,4,4,107,5041,2.9,gaming,0.959,2.575,42.1,medium,184.6743
40,Male,7.2,6.3,10.1,6,10,8,4,229,10464,4.5,study,0.875,1.683,43.5,medium,784.0336
51,Male,6.9,2.5,1.4,7,37,5,5,37,11024,1.9,mixed,0.362,0.2,46.0,medium,812.5588
44,Male,5.1,9.3,11.3,1,52,8,4,172,1636,4.5,study,1.824,11.3,68.2,medium,820.5588
25,Other,4.8,7.7,10.0,4,3,5,1,273,8697,1.1,gaming,1.604,2.5,63.5,medium,74.4145
43,Female,6.1,7.9,4.8,1,56,9,1,178,6946,4.4,study,1.295,4.8,85.1,high,354.3953
46,Male,7.0,2.3,9.7,7,59,8,5,77,6428,0.7,mixed,0.329,1.386,34.0,low,124.3163
50,Female,4.7,8.3,0.9,4,60,5,4,41,10192,3.3,study,1.766,0.225,63.5,medium,598.8289
25,Male,6.6,8.0,7.3,3,9,5,7,264,9505,1.3,gaming,1.212,2.433,49.8,medium,534.7445
21,Female,8.4,6.3,11.8,1,56,7,7,322,8103,3.4,study,0.75,11.8,31.1,low,374.6054
25,Female,8.2,4.9,8.5,5,87,7,4,2,11491,0.2,social,0.598,1.7,31.4,low,701.6391
45,Female,5.3,9.5,5.8,3,87,5,8,155,5525,4.5,study,1.792,1.933,51.3,medium,591.1068
35,Female,8.0,16.0,10.0,2,65,8,5,43,10696,4.5,study,0.138,5.0,32.6,low,418.3623
43,Female,,6.3,8.0,3,13,5,3,298,6118,2.2,social,1.212,2.667,78.8,high,344.7571
23,Male,5.6,1.9,3.2,5,20,8,4,266,5806,0.4,mixed,0.339,0.64,75.7,high,977.8419
31,Female,8.4,4.8,,4,2,5,1,73,3104,0.4,social,0.571,1.7,62.4,medium,27.2143
45,Male,5.9,5.7,8.7,4,14,9,2,245,8686,4.7,study,0.966,2.175,69.0,medium,933.44
28,Female,7.3,5.7,4.5,7,6,4,3,393,2961,0.0,social,0.781,0.643,50.2,medium,824.9966
43,Other,7.0,5.5,4.1,4,86,6,6,315,3213,2.8,social,0.786,1.025,34.9,low,296.1184
43,Female,8.9,2.2,5.6,1,74,8,8,187,6471,4.8,study,0.247,5.6,33.3,low,112.3673
40,Female,5.8,3.9,10.8,7,27,4,8,83,6191,0.4,mixed,0.672,1.543,40.4,medium,77.1813
53,Female,8.0,5.3,8.0,6,31,5,3,269,9825,3.5,study,0.662,1.333,43.1,medium,963.1127
50,Female,8.7,7.1,3.8,7,1,8,4,23,11044,3.0,gaming,0.816,0.543,53.9,medium,172.8239
54,Female,6.1,5.0,11.7,7,35,6,2,161,8380,0.5,social,0.82,1.671,12.5,low,39.8571
34,Male,6.7,1.6,11.8,6,74,10,4,353,8345,2.7,mixed,0.239,1.967,35.8,low,809.329
29,Male,7.1,4.6,10.6,7,33,8,6,146,8214,3.8,study,0.648,1.514,31.9,low,798.1667
30,Male,5.6,1.6,8.4,5,61,5,7,272,9581,1.8,mixed,0.286,1.68,39.5,low,188.4114
25,Male,6.2,9.8,0.8,3,31,4,5,36,9141,3.5,study,1.581,0.267,75.1,high,818.1402
47,Female,5.1,8.3,5.9,7,18,10,6,90,9471,2.8,gaming,1.627,0.843,68.8,medium,156.2391
43,Female,7.3,3.3,8.7,7,82,9,3,229,10222,2.8,mixed,0.452,1.243,36.1,low,773.1443
34,Male,7.0,3.2,5.3,2,57,9,9,37,3917,3.7,study,0.457,2.65,66.1,medium,724.996
54,Female,7.9,5.5,5.0,3,52,7,5,217,2999,0.4,social,0.696,1.667,40.9,medium,126.9816
28,Male,8.3,6.7,7.9,6,65,8,3,51,4290,0.5,social,0.807,1.317,39.6,low,109.8066
49,Female,5.6,3.1,9.8,2,67,7,9,356,7657,1.1,mixed,0.554,4.9,34.8,low,954.3074
41,Female,5.5,5.9,3.7,6,58,7,4,168,5559,4.8,study,1.073,0.617,49.4,medium,300.6322
50,Male,6.9,5.4,4.9,2,16,4,1,256,9771,0.0,social,0.783,2.45,65.3,medium,762.8396
42,Male,8.2,3.8,4.1,6,84,9,1,236,11169,3.2,study,0.463,0.683,43.3,medium,269.835
47,Male,5.8,3.8,7.5,1,25,8,4,284,6937,3.9,study,0.655,7.5,48.7,medium,859.8104
36,Male,5.3,1.8,7.5,1,11,10,1,291,6349,3.4,social,0.34,7.5,63.0,medium,347.3312
22,Male,5.8,3.3,11.4,1,9,10,8,325,5274,1.6,mixed,0.569,11.4,47.8,medium,462.593
28,Male,5.8,8.3,8.9,6,45,10,7,10,8109,4.8,study,1.431,1.483,66.8,medium,986.2698
41,Female,7.5,1.3,4.3,7,74,6,3,315,6623,3.7,study,0.173,0.614,39.8,low,701.9645
53,Male,6.7,8.9,8.1,4,86,8,2,380,11568,3.2,study,1.328,2.025,44.3,medium,181.7968
29,Male,,6.2,8.0,5,89,9,4,22,8945,2.1,social,0.861,1.6,35.4,low,41.53
37,Male,6.4,9.8,9.0,7,60,7,8,75,7526,4.1,study,1.531,1.286,45.7,medium,937.4359
22,Female,7.8,8.1,8.2,5,14,7,1,355,7370,3.2,study,1.038,1.64,55.1,medium,268.513
39,Male,6.1,4.0,,4,17,5,7,33,7881,4.7,study,0.656,1.15,48.5,medium,174.5082
54,Male,7.4,4.2,4.4,3,54,8,6,119,10950,0.8,mixed,0.568,1.467,40.3,medium,858.3431
20,Male,8.3,6.6,0.7,2,72,8,5,85,7859,0.0,social,0.795,0.35,41.8,medium,384.1752
43,Male,4.7,,2.8,6,14,6,3,149,5453,1.6,gaming,0.383,0.467,64.6,medium,432.267
37,Male,8.5,8.7,4.2,6,0,10,7,92,1863,3.7,study,1.024,0.7,75.3,high,990.8463
30,Female,6.1,2.1,,6,48,8,8,316,5325,3.5,study,0.344,0.583,43.3,medium,619.7113
19,Female,5.3,8.8,8.0,4,75,5,1,328,9302,3.5,study,1.66,2.0,55.4,medium,636.6855
52,Male,7.7,8.8,5.2,6,47,10,7,13,10668,0.4,gaming,1.143,0.867,88.5,high,99.7907
30,Male,7.0,4.2,0.9,6,32,5,9,45,10683,1.9,mixed,0.6,0.15,42.9,medium,118.5193
18,Male,4.7,6.7,3.5,3,6,8,2,62,11094,4.8,study,1.426,1.167,67.5,medium,653.8133
43,Female,7.9,3.3,1.7,7,2,7,2,395,7377,3.8,study,0.418,0.243,67.7,medium,144.2663
18,Male,7.3,3.5,5.5,7,31,10,4,106,9937,0.3,mixed,0.479,0.786,51.1,medium,704.2616
18,Female,8.5,3.1,6.5,5,24,9,1,15,7943,0.3,mixed,0.365,1.3,51.2,medium,790.9342
50,Male,5.8,9.5,7.1,1,75,10,3,239,1921,3.3,study,1.638,7.1,69.7,medium,988.3981
25,Male,4.5,3.6,3.2,4,66,7,9,144,2774,1.5,mixed,0.8,0.8,50.6,medium,98.5173
34,Female,7.2,5.0,5.2,5,50,5,8,136,4828,1.2,mixed,0.694,1.04,38.1,low,384.3659
22,Female,4.6,5.4,7.0,2,72,4,2,238,9246,2.2,social,1.174,3.5,51.2,medium,859.0443
26,Male,8.4,7.2,8.8,2,42,8,7,355,1978,4.3,study,0.857,4.4,40.4,medium,316.01
50,Male,8.9,2.9,10.1,5,4,8,6,170,1891,1.8,study,0.326,2.02,40.5,medium,662.9122
18,Male,6.8,,6.4,3,74,9,3,214,4221,3.0,social,0.868,2.133,40.3,medium,527.6623
48,Male,8.9,1.8,9.7,7,20,5,3,227,8340,0.0,mixed,0.202,1.386,43.1,medium,897.0502
39,Male,8.3,4.8,11.2,5,79,5,1,110,9295,2.4,social,0.578,2.24,32.6,low,158.973
45,Male,6.6,4.5,7.3,1,63,10,1,67,11555,0.6,gaming,0.682,7.3,46.2,medium,511.8106
30,Female,8.1,1.7,1.2,5,3,5,6,161,8223,4.5,mixed,0.21,0.24,49.0,medium,572.4567
21,Male,,8.5,11.1,1,35,9,9,330,8832,3.4,study,1.062,11.1,44.4,medium,933.687
48,Female,7.0,6.3,4.7,3,31,9,6,76,10701,4.3,study,0.9,1.567,48.1,medium,448.4703
47,Female,4.9,3.7,2.0,3,29,4,4,377,7761,2.0,mixed,0.755,0.667,59.7,medium,213.7677
25,Female,5.0,9.2,6.1,4,49,7,9,374,3706,4.2,study,1.84,1.525,72.9,high,351.8315
20,Male,6.2,5.9,3.0,2,18,7,8,47,3032,3.6,study,0.952,1.5,48.6,medium,600.9157
23,Female,6.0,4.9,10.6,1,70,9,8,393,5555,2.3,social,0.817,10.6,34.5,low,229.7752
26,Female,15.0,9.0,4.4,2,45,5,1,349,11933,0.3,gaming,1.957,2.2,70.7,high,608.1661
27,Male,5.6,6.7,9.3,7,38,5,9,68,6893,1.3,social,1.196,1.329,43.1,medium,551.6779
30,Female,4.7,8.5,9.0,4,5,6,6,313,9814,2.9,gaming,1.809,2.25,63.1,medium,528.5707
25,Female,4.7,1.6,2.6,4,29,9,7,0,10426,4.2,study,0.34,0.65,61.1,medium,257.5414
37,Male,5.4,1.9,6.2,4,51,6,9,220,6902,1.6,mixed,0.352,1.55,43.4,medium,198.814
45,Male,7.6,6.0,6.6,2,79,8,4,1,8185,0.2,social,0.789,3.3,35.2,low,175.0939
30,Male,7.1,2.0,4.5,3,18,7,6,88,2492,1.5,mixed,0.282,1.5,46.7,medium,524.1085
43,Male,6.0,4.6,5.2,1,11,9,1,3,8005,1.5,study,0.767,5.2,73.5,high,492.5313
28,Female,6.5,6.3,10.5,7,73,9,5,64,3983,0.2,social,0.969,1.5,34.6,low,495.8967
18,Female,4.9,5.1,5.9,4,87,8,8,84,10297,3.3,study,1.041,1.475,41.8,medium,148.507
49,Female,8.5,6.0,0.5,1,88,7,1,119,7728,0.6,social,0.706,0.5,40.9,medium,463.1789
19,Male,5.0,4.7,8.5,2,0,4,5,132,4409,2.3,social,0.94,4.25,53.9,medium,335.8719
18,Female,8.2,4.4,1.0,2,81,7,1,388,2661,2.6,mixed,0.537,0.5,14.0,low,131.3352
19,Female,8.1,3.5,9.8,3,14,9,7,311,5270,2.7,mixed,0.432,3.267,42.8,medium,969.8124
51,Male,5.9,2.6,2.8,1,59,7,3,148,6147,0.0,mixed,0.441,2.8,48.3,medium,452.2671
40,Female,7.3,8.2,2.2,3,0,8,2,119,3251,2.7,gaming,1.123,0.733,60.7,medium,642.4664
54,Male,5.7,5.2,10.4,3,8,7,4,95,7987,2.0,social,0.912,3.467,47.7,medium,179.6143
52,Male,6.2,1.4,11.1,1,39,6,6,56,3590,2.0,mixed,0.226,11.1,37.1,low,450.0474
24,Female,4.8,1.5,3.3,4,34,8,5,11,10623,1.5,mixed,0.312,0.825,77.0,high,81.9729
34,Female,6.5,2.9,7.1,7,11,7,5,238,3521,2.8,mixed,0.446,1.014,45.1,medium,858.0684
44,Male,5.9,1.7,9.8,7,23,7,8,82,8597,2.6,mixed,0.288,1.4,41.6,medium,54.3818
37,Male,4.6,2.3,5.6,4,41,10,8,280,3525,4.9,study,0.5,1.4,79.3,high,198.034
26,Male,5.3,7.0,3.8,2,2,6,5,54,1796,1.0,social,1.321,1.9,77.9,high,85.258
43,Other,4.9,,2.7,2,50,10,5,85,10731,2.3,social,1.041,1.35,84.6,high,776.8068
52,Male,5.2,3.6,1.5,7,76,7,7,287,7606,1.4,mixed,0.692,0.214,46.1,medium,676.7246
