age,gender,screen_time_hours,sleep_hours,distance_travelled_km,places_visited,exercise_minutes,work_hours,social_score,caffeine_mg,step_count,study_hours,phone_usage_type,screen_to_sleep_ratio,movement_intensity,stress_score,stress_level,random_noise_feature
58,Female,7.7,7.3,,1,90,4,7,462,8170,2.4,social,1.055,12.5,26.1,low,534.6467
54,Male,2.4,7.5,10.9,5,31,10,1,161,7370,5.9,study,0.32,2.18,44.7,medium,66.354
53,Female,22.0,9.0,2.3,1,85,11,6,419,4129,1.7,social,0.567,2.3,43.8,medium,957.2392
49,Female,6.0,7.9,5.4,7,73,10,9,350,11109,0.8,social,0.759,0.771,35.0,low,264.4886
27,Female,6.4,5.6,3.5,5,63,5,3,391,6003,1.9,gaming,1.143,0.7,47.9,medium,447.5557
32,Male,5.8,8.2,4.2,5,53,10,9,219,9924,4.0,social,0.707,0.84,40.8,medium,230.1226
25,Male,9.7,7.5,4.8,6,34,8,9,220,7137,4.4,gaming,1.293,0.8,54.5,medium,67.4132
35,Female,4.2,5.8,9.8,3,56,6,8,156,12744,4.0,social,0.724,3.267,30.6,low,429.3118
50,Male,5.1,5.5,11.1,8,88,4,4,230,12279,5.7,study,0.927,1.388,29.4,low,284.3896
37,Male,3.7,5.3,8.5,9,108,9,6,477,3347,1.4,mixed,0.698,0.944,33.3,low,9.3526
19,Male,5.9,4.2,10.2,5,113,9,1,76,9203,2.2,social,1.405,2.04,39.8,low,986.477
58,Other,7.6,4.0,2.2,2,2,5,2,178,6123,1.5,social,1.9,1.1,76.0,high,393.6717
39,Female,20.0,8.8,6.0,2,115,6,3,199,6887,2.1,mixed,0.318,3.0,28.9,low,856.8826
37,Male,6.4,6.4,14.8,9,5,6,2,86,13470,4.5,study,1.0,1.644,37.5,low,553.6398
23,Male,4.0,5.4,9.2,2,97,11,7,181,13753,2.6,mixed,0.741,4.6,35.7,low,983.1151
43,Male,,8.3,10.2,2,81,4,8,181,8378,2.7,mixed,0.735,5.1,23.8,low,588.3089
45,Male,7.5,7.1,0.8,2,36,5,9,100,5698,3.0,social,1.056,0.4,48.0,medium,441.5429
49,Female,8.2,6.1,3.9,3,86,10,9,482,7557,4.4,gaming,1.344,1.3,43.4,medium,263.4644
25,Male,5.2,4.3,4.2,2,108,9,7,438,14180,5.2,study,1.209,2.1,41.8,medium,712.2341
51,Female,3.9,6.9,7.0,3,63,6,5,413,2573,3.3,mixed,0.565,2.333,35.4,low,354.6383
54,Male,2.3,7.0,7.2,8,33,10,2,22,12745,0.2,mixed,0.329,0.9,48.7,medium,382.7204
25,Female,7.8,5.2,7.7,6,74,9,2,33,13413,5.8,study,1.5,1.283,49.4,medium,388.2692
19,Male,9.8,4.4,12.1,9,117,10,3,437,4722,1.2,gaming,2.227,1.344,72.3,high,758.7532
29,Male,7.4,4.3,9.1,6,12,11,4,349,5708,4.8,study,1.721,1.517,69.3,medium,849.6851
41,Female,2.5,7.3,3.7,7,81,5,4,274,2404,5.1,study,0.342,0.529,15.7,low,696.3022
51,Male,5.3,7.4,7.9,6,42,10,6,451,2948,5.1,study,0.716,1.317,41.0,medium,743.8143
51,Female,,8.1,3.5,9,115,11,5,439,7549,5.6,gaming,1.062,0.389,48.6,medium,448.0431
29,Female,2.3,4.8,13.8,7,2,5,1,360,12622,2.2,mixed,0.479,1.971,48.2,medium,28.9698
41,Female,3.1,4.4,2.4,8,89,5,4,233,4713,3.1,mixed,0.705,0.3,50.2,medium,818.2136
53,Female,4.3,5.3,10.1,2,17,9,8,263,1489,2.5,mixed,0.811,5.05,41.4,medium,761.0083
59,Female,5.7,4.9,5.2,5,52,4,5,102,6575,5.2,study,1.163,1.04,49.1,medium,418.1209
23,Male,5.9,5.2,14.9,8,20,10,2,66,12356,0.4,social,1.135,1.862,46.1,medium,104.6069
58,Male,,,1.1,5,6,11,5,238,1180,1.3,social,1.121,0.22,61.6,medium,699.5438
22,Male,4.5,8.9,14.9,4,31,11,1,271,10980,2.2,mixed,0.506,3.725,42.7,medium,948.0496
24,Female,6.8,5.0,11.1,7,28,6,3,145,5444,0.1,social,1.36,1.586,49.9,medium,228.4305
38,Female,6.0,7.3,14.5,7,100,11,7,231,14595,1.8,social,0.822,2.071,22.4,low,770.7979
56,Male,7.1,7.5,9.9,6,5,7,8,480,8394,0.6,social,0.947,1.65,40.4,medium,179.5154
38,Male,5.8,5.9,3.1,3,3,6,2,46,10036,2.9,social,0.983,1.033,54.2,medium,467.2894
29,Male,7.3,4.6,5.5,8,5,11,3,268,9078,2.2,social,1.587,0.688,73.1,high,408.6493
58,Female,4.9,4.1,2.6,7,100,8,1,339,8872,2.6,mixed,1.195,0.371,65.2,medium,935.8175
35,Male,3.8,5.8,3.5,2,45,11,5,376,14193,4.8,study,0.655,1.75,53.9,medium,29.6129
52,Male,2.7,6.4,5.1,3,95,9,5,3,7829,2.2,mixed,0.422,1.7,31.9,low,469.4898
44,Male,5.3,5.4,10.9,8,39,4,6,498,2812,2.8,social,0.981,1.362,37.9,low,345.6267
25,Male,4.4,6.2,2.0,1,86,9,4,53,5623,1.1,mixed,0.71,2.0,38.0,low,438.8294
22,Male,5.4,9.0,0.8,3,35,7,3,17,7198,2.4,social,0.6,0.267,49.4,medium,101.7939
37,Female,2.5,4.7,4.9,6,34,11,9,222,8182,2.0,mixed,0.532,0.817,57.9,medium,724.2954
40,Male,8.8,5.2,8.8,3,27,9,8,384,12869,5.7,gaming,1.692,2.933,53.9,medium,450.2757
19,Male,3.9,6.6,6.5,1,115,6,5,0,12646,1.3,mixed,0.591,6.5,25.8,low,905.2536
18,Female,8.8,,11.3,1,9,11,9,24,1376,5.3,gaming,1.692,11.3,58.3,medium,531.2236
27,Male,7.4,4.5,3.8,2,49,10,3,359,9379,2.0,social,1.644,1.9,67.0,medium,343.0925
35,Other,5.0,5.8,7.8,6,86,5,4,144,4665,4.8,social,0.862,1.3,32.4,low,864.4411
48,Female,4.9,,12.1,8,35,11,4,491,7058,1.6,mixed,0.721,1.512,42.6,medium,69.7827
32,Male,6.6,5.1,14.4,7,6,5,7,158,13844,4.7,social,1.294,2.057,50.9,medium,301.7506
22,Female,8.8,8.7,14.3,1,8,6,5,204,9056,1.8,study,1.011,14.3,44.2,medium,322.5781
51,Female,6.6,4.4,7.7,7,43,8,9,298,12691,4.8,study,1.5,1.1,48.7,medium,856.7205
43,Male,3.5,4.8,5.1,7,102,9,1,368,12608,1.0,mixed,0.729,0.729,44.9,medium,939.8741
56,Female,10.0,7.5,6.7,4,15,11,5,147,11368,3.3,gaming,1.333,1.675,68.5,medium,511.5865
29,Male,9.9,7.4,1.5,2,52,4,3,42,9863,3.6,gaming,1.338,0.75,61.6,medium,755.9831
30,Female,9.4,7.3,3.6,7,105,4,2,145,11698,3.1,gaming,1.288,0.514,49.3,medium,820.5129
54,Female,8.9,6.1,4.5,4,39,6,2,83,1708,2.9,gaming,1.459,1.125,59.2,medium,228.7022
49,Male,9.4,4.9,,9,119,11,2,406,3366,1.5,gaming,1.918,1.356,30.4,low,424.4263
54,Female,2.4,8.7,6.3,2,82,8,6,440,12132,0.2,mixed,0.276,3.15,31.5,low,232.3806
46,Female,9.8,7.6,14.2,6,55,4,3,370,10276,2.9,study,1.289,2.367,43.8,medium,958.4814
22,Male,4.0,6.9,3.0,2,49,8,1,127,8550,5.5,study,0.58,1.5,49.0,medium,498.342
50,Male,3.7,6.7,3.8,8,54,10,1,231,5397,2.1,social,0.552,0.475,50.8,medium,347.1699
57,Female,4.8,6.2,14.6,5,66,10,3,476,1688,5.9,study,0.774,2.92,29.8,low,232.3534
35,Male,2.4,7.2,8.5,2,62,9,4,190,9035,4.4,study,0.333,4.25,34.6,low,378.2585
20,Male,3.5,7.5,9.3,5,39,5,7,39,7854,2.8,mixed,0.467,1.86,34.4,low,677.3291
32,Female,3.5,6.6,14.0,3,117,8,4,417,2753,3.8,mixed,0.53,4.667,15.3,low,473.0062
40,Male,3.7,9.0,4.2,7,105,4,9,444,12909,4.0,mixed,0.411,0.6,26.4,low,817.0537
42,Male,3.9,5.8,0.8,1,15,4,7,86,12603,0.9,mixed,0.672,0.8,49.2,medium,677.2843
20,Female,8.2,8.2,12.4,8,17,8,6,384,11937,4.3,gaming,1.0,1.55,43.5,medium,105.6666
40,Female,8.9,7.0,14.7,7,42,4,4,445,14257,4.5,gaming,1.271,2.1,40.9,medium,186.5781
43,Female,4.9,4.2,14.0,5,42,6,4,210,7153,4.4,study,1.167,2.8,16.5,low,611.824
26,Male,3.2,7.6,14.4,4,46,7,8,480,9264,3.1,mixed,0.421,3.6,24.1,low,9.9622
54,Female,6.4,6.7,6.6,4,73,8,2,286,12338,3.2,social,0.955,1.65,14.7,low,578.0839
55,Male,9.4,7.0,8.0,2,98,11,8,97,5729,2.5,gaming,1.343,4.0,44.9,medium,224.0292
29,Male,2.1,6.8,6.0,5,94,7,1,362,11589,4.4,study,0.309,1.2,35.5,low,730.4207
37,Female,9.0,5.3,4.4,7,47,11,8,129,11556,4.8,gaming,1.698,0.629,64.5,medium,684.7352
43,Female,6.1,5.0,8.9,8,64,9,6,219,9144,3.8,social,1.22,1.112,39.5,low,877.5356
42,Female,4.7,8.3,6.6,7,28,5,4,12,12333,3.9,mixed,0.566,0.943,44.2,medium,477.6637
27,Male,4.2,5.4,8.0,1,9,6,9,253,4428,4.7,study,0.778,8.0,42.5,medium,132.6836
47,Male,4.2,6.2,10.2,8,5,6,7,183,12956,0.4,mixed,0.677,1.275,36.8,low,511.1574
45,Male,8.7,5.7,7.6,9,44,7,2,112,7304,3.1,gaming,1.526,0.844,55.1,medium,450.7337
35,Female,8.0,5.8,5.2,2,116,4,1,297,6102,5.5,study,1.379,2.6,41.9,medium,639.6508
51,Female,5.9,8.7,9.3,4,95,9,9,480,9762,5.0,study,0.678,2.325,20.7,low,153.7458
28,Male,5.7,8.7,2.8,2,76,4,3,95,5085,4.2,study,0.655,1.4,41.2,medium,900.5406
43,Male,4.6,5.3,1.4,1,36,11,2,46,7692,0.5,social,0.868,1.4,64.0,medium,252.4044
24,Female,3.4,5.0,6.9,5,75,7,8,219,1089,3.7,mixed,0.68,1.38,37.5,low,604.8364
59,Male,4.0,5.7,1.1,2,65,5,9,136,7044,1.7,mixed,0.702,0.55,38.6,low,232.0343
59,Female,3.0,4.8,6.7,4,116,5,1,375,14738,0.8,mixed,0.625,1.675,39.6,low,606.6599
49,Female,8.0,8.8,12.9,5,17,10,8,303,13256,0.7,social,0.909,2.58,43.5,medium,376.1552
43,Male,3.4,8.7,4.8,7,16,4,8,447,2835,1.9,mixed,0.391,0.686,43.7,medium,877.0454
58,Female,9.6,4.8,12.9,1,6,6,5,61,13399,1.9,mixed,2.0,12.9,69.6,medium,18.4047
41,Male,5.3,4.8,4.9,7,31,9,8,110,11560,3.5,social,1.104,0.7,64.8,medium,240.3289
26,Male,2.3,6.9,11.3,5,13,9,7,495,1354,4.5,study,0.333,2.26,35.1,low,66.2128
34,Male,7.9,8.8,5.7,9,17,7,5,156,13664,2.4,social,0.898,0.633,53.5,medium,381.4703
42,Male,4.6,5.6,9.3,3,18,5,2,400,4775,5.1,study,0.821,3.1,47.4,medium,799.267
22,Male,6.3,4.8,1.6,6,86,4,8,433,7465,5.9,study,1.312,0.267,44.0,medium,686.0883
30,Male,8.4,7.6,1.6,6,9,4,6,371,13046,5.9,gaming,1.105,0.267,75.9,high,509.4094
46,Male,4.5,7.2,11.5,2,81,5,8,66,7032,5.1,study,0.625,5.75,21.4,low,320.9223
41,Female,5.9,8.3,1.8,8,36,5,5,130,14385,4.3,study,0.711,0.225,46.8,medium,689.2768
23,Female,2.9,4.6,10.7,3,74,5,5,122,4411,1.3,mixed,0.63,3.567,20.3,low,898.1885
36,Male,4.4,6.3,6.8,6,63,11,3,13,11773,2.9,mixed,0.698,1.133,46.1,medium,435.6466
33,Female,9.9,4.5,4.6,2,89,8,1,102,10878,2.0,gaming,2.2,2.3,66.2,medium,42.6261
43,Female,2.4,6.4,7.3,7,117,5,3,153,7919,4.6,gaming,0.375,1.043,26.5,low,35.8035
45,Male,9.4,4.6,7.3,2,106,5,1,113,3562,1.0,gaming,2.043,3.65,56.0,medium,336.8185
58,Female,8.4,6.0,2.0,5,75,8,5,472,1154,1.9,gaming,1.4,0.4,48.6,medium,117.9541
42,Male,4.0,5.9,12.1,2,56,8,7,133,8972,4.9,study,0.678,6.05,27.5,low,808.9356
44,Female,9.2,4.6,6.4,8,23,9,4,133,9810,1.6,study,2.0,0.8,69.5,medium,852.159
30,Male,8.7,7.5,9.8,7,37,8,8,460,9392,1.2,gaming,1.16,1.4,43.6,medium,494.6907
41,Male,,4.3,2.2,9,8,11,9,274,8504,2.1,mixed,1.093,0.244,66.8,medium,947.7207
25,Female,9.0,7.8,10.5,1,74,8,5,441,7066,3.3,gaming,1.154,10.5,40.0,medium,421.0695
52,Male,2.3,4.7,,9,97,6,9,62,14379,3.6,mixed,0.489,0.767,34.4,low,679.4324
21,Male,4.0,,9.0,8,17,9,6,379,12946,4.4,study,0.8,1.125,47.8,medium,779.7829
23,Male,4.3,6.7,7.0,1,67,11,5,239,4436,1.3,mixed,0.642,7.0,42.6,medium,769.8324
32,Male,3.6,8.1,12.6,5,47,5,5,176,13367,2.5,mixed,0.444,2.52,5.0,low,407.2784
37,Male,5.2,7.8,11.9,1,54,7,1,60,7791,3.0,social,0.667,11.9,34.6,low,627.6186
49,Female,5.6,7.7,5.5,7,47,8,9,118,4358,3.9,social,0.727,0.786,36.1,low,608.8723
59,Male,2.3,,2.0,5,25,10,4,450,12610,5.9,gaming,0.523,0.4,67.0,medium,301.6039
23,Male,4.5,7.9,12.0,5,42,8,9,139,6898,3.9,mixed,0.57,2.4,27.3,low,934.9476
47,Female,6.6,7.1,2.4,1,74,11,8,63,4195,5.1,study,0.93,2.4,46.0,medium,350.9741
38,Female,2.2,6.0,2.4,1,64,8,2,107,10872,1.8,mixed,0.367,2.4,32.2,low,475.121
53,Male,3.1,5.3,10.2,5,111,4,1,55,1744,3.5,social,0.585,2.04,31.4,low,998.8034
38,Male,6.3,,2.5,4,116,7,4,369,5158,1.8,social,0.733,0.625,33.2,low,520.1427
44,Female,2.8,6.8,11.9,7,113,8,4,488,6043,1.5,mixed,0.412,1.7,19.2,low,112.9391
39,Female,7.2,6.8,1.4,4,111,8,7,306,13777,0.4,social,1.059,0.35,34.2,low,396.7683
57,Male,4.8,5.5,,4,98,5,7,154,10823,3.2,mixed,0.873,2.3,26.7,low,75.3467
55,Female,9.1,8.3,3.2,8,8,8,5,22,11377,2.9,gaming,1.096,0.4,62.1,medium,199.407
50,Female,9.0,7.3,6.1,5,27,8,1,110,10321,0.9,gaming,1.233,1.22,60.8,medium,346.6282
52,Male,9.4,5.5,7.7,2,12,6,5,141,5153,1.4,gaming,1.709,3.85,40.0,medium,312.5858
56,Male,2.8,,12.3,4,82,11,4,440,11269,4.6,study,0.538,3.075,39.2,low,546.5622
50,Male,2.0,5.4,3.9,5,41,7,2,461,13177,0.7,mixed,0.37,0.78,70.4,high,747.7883
36,Male,6.8,5.6,12.5,5,21,6,7,113,13994,4.8,study,1.214,2.5,39.6,low,667.0932
29,Female,5.7,6.0,,8,26,9,5,234,3910,0.9,social,0.95,1.138,39.6,low,202.7054
18,Female,8.3,7.7,13.3,6,44,7,1,392,11673,0.8,gaming,1.078,2.217,55.0,medium,323.9646
21,Male,6.8,6.6,10.0,6,10,7,1,454,4297,5.2,study,1.03,1.667,16.2,low,313.1161
45,Other,3.9,4.2,13.5,6,99,6,1,105,13391,5.4,study,0.929,2.25,37.7,low,253.6706
54,Female,8.0,7.5,2.3,6,47,5,8,448,10730,2.0,social,1.067,0.383,24.6,low,615.0573
31,Male,6.9,8.8,7.4,7,3,6,1,67,4097,2.5,social,0.784,1.057,51.8,medium,906.4901
31,Female,4.7,7.9,10.5,9,6,9,6,90,12033,4.5,study,0.595,1.167,37.5,low,72.3883
41,Male,4.7,7.3,12.0,7,83,8,3,28,3197,2.0,mixed,0.644,1.714,26.3,low,752.7858
30,Female,10.0,8.8,12.5,7,103,11,8,172,9847,2.6,gaming,1.136,1.786,39.5,low,502.8406
43,Male,9.2,4.2,5.6,2,10,8,5,306,7733,2.4,mixed,2.19,2.8,73.3,high,434.0724
21,Male,6.3,6.1,8.7,1,43,10,7,201,12157,2.8,social,1.033,8.7,39.7,low,28.3369
32,Female,2.1,4.8,4.4,1,11,4,7,332,10544,3.4,mixed,0.438,4.4,95.0,high,753.3281
40,Male,8.6,8.3,3.2,6,27,11,5,246,6076,2.6,gaming,1.036,0.533,65.8,medium,509.1297
47,Male,3.8,7.0,13.1,6,46,8,3,103,8809,2.6,mixed,0.543,2.183,32.0,low,139.1083
43,Female,4.7,5.2,5.4,4,119,7,6,339,3506,0.2,gaming,0.904,1.35,31.8,low,725.1265
39,Female,,5.3,12.2,4,107,7,3,422,13863,1.7,social,0.585,3.05,26.8,low,797.484
18,Female,,5.0,12.9,8,11,6,5,129,14794,3.6,gaming,1.76,1.612,72.5,high,189.3563
28,Female,2.7,,11.8,7,63,11,2,391,2091,1.1,mixed,0.587,1.686,51.0,medium,328.1484
34,Male,6.8,8.8,5.1,7,52,11,2,443,2984,3.2,social,0.773,0.729,55.3,medium,207.858
35,Female,6.2,6.3,7.1,9,81,10,3,390,14686,1.2,social,0.984,0.789,38.8,low,866.9575
21,Female,5.4,6.9,10.8,9,33,6,6,464,11399,1.6,social,0.783,1.2,34.5,low,589.8017
20,Other,3.9,5.8,8.6,8,94,7,3,181,11935,5.6,study,0.672,1.075,30.8,low,713.9343
25,Male,4.6,7.6,8.0,1,73,11,3,364,5542,4.3,study,0.605,8.0,14.3,low,377.6515
22,Female,5.3,6.3,4.3,3,100,5,4,346,4140,3.2,social,0.841,1.433,33.2,low,322.639
57,Male,6.2,6.4,8.0,5,16,9,7,64,9812,1.5,social,0.969,1.6,40.9,medium,379.1646
18,Male,9.7,6.3,4.2,3,16,8,9,144,8546,4.0,gaming,1.54,1.4,71.9,high,928.7786
54,Male,9.1,5.3,1.0,4,87,9,4,375,1856,4.9,gaming,1.717,0.25,55.8,medium,856.1899
55,Male,8.6,7.3,3.1,1,52,5,1,449,1419,1.4,gaming,1.178,3.1,74.9,high,335.8719
43,Male,7.6,5.0,5.3,3,97,6,1,343,1917,1.0,social,1.52,1.767,64.4,medium,794.8942
50,Male,2.9,6.1,10.5,5,19,11,5,3,9580,4.3,study,0.475,2.1,46.8,medium,697.8568
49,Male,2.1,4.8,1.0,8,30,5,7,415,12080,5.3,study,0.438,0.125,68.6,medium,552.368
47,Male,9.0,7.4,10.9,1,64,4,6,258,2970,5.1,gaming,1.216,10.9,40.1,medium,91.4308
40,Other,5.0,4.3,0.6,3,119,7,6,79,4366,4.4,study,1.163,0.2,42.6,medium,868.5285
49,Male,7.8,8.2,3.7,5,66,8,6,289,3267,3.9,social,0.951,0.74,45.8,medium,684.0684
47,Female,,6.5,0.7,3,92,11,6,117,4520,0.4,social,0.846,0.233,42.4,medium,201.9112
50,Male,9.1,8.3,5.2,6,9,9,5,457,7123,5.5,gaming,1.096,0.867,59.1,medium,422.7203
39,Male,9.9,5.4,,9,58,10,7,445,9042,1.1,study,1.833,0.844,76.5,high,378.2483
25,Male,7.4,7.0,11.1,6,37,7,2,149,3930,5.5,study,1.057,1.85,43.7,medium,76.9304
49,Male,9.8,7.6,4.4,3,94,5,6,174,10315,5.4,gaming,1.289,1.467,47.1,medium,623.6482
39,Female,9.7,7.3,3.9,5,38,9,1,379,2830,0.8,gaming,1.329,0.78,64.6,medium,831.0169
58,Male,8.9,8.3,7.0,6,4,7,8,499,5745,2.2,gaming,1.072,1.167,52.0,medium,628.0825
42,Female,6.3,8.6,3.4,9,62,8,2,64,2632,3.7,social,0.733,0.378,79.3,high,542.81
19,Female,3.4,4.9,9.0,2,86,10,8,320,14400,2.2,mixed,0.694,4.5,37.0,low,89.1169
55,Male,6.4,6.0,0.7,2,28,9,9,56,1391,3.3,social,1.067,0.35,45.2,medium,198.7477
59,Male,2.3,7.1,7.2,2,11,7,1,104,6818,0.2,mixed,0.324,3.6,48.5,medium,92.0485
47,Female,8.2,6.4,,6,10,6,7,86,10048,3.0,gaming,1.281,1.667,45.9,medium,232.334
36,Male,6.4,4.2,3.0,9,62,5,4,45,2893,5.8,study,1.524,0.333,58.8,medium,307.464
49,Male,9.5,16.0,13.9,1,7,4,7,357,6421,4.4,gaming,1.092,13.9,45.2,medium,560.7503
54,Male,6.1,8.3,13.4,7,24,9,7,94,9400,1.3,social,0.735,1.914,5.0,low,569.6623
42,Male,7.3,6.8,4.5,5,118,4,4,132,12268,2.9,study,1.074,0.9,34.6,low,412.439
31,Female,3.4,8.5,8.9,1,64,5,3,146,14351,4.0,mixed,0.4,8.9,34.8,low,914.9583
19,Male,2.7,8.7,6.9,3,0,11,7,209,9877,4.1,study,0.31,2.3,49.8,medium,18.9371
35,Male,9.1,8.4,7.8,7,114,7,5,273,3886,1.8,mixed,1.083,1.114,36.4,low,969.8253
18,Male,6.4,8.9,11.8,2,13,4,6,302,11884,4.1,study,0.719,5.9,37.2,low,986.7272
54,Male,2.3,6.9,6.8,8,41,5,2,391,7817,2.4,mixed,0.333,0.85,43.7,medium,180.2417
18,Female,7.1,8.9,2.3,8,45,6,1,268,4726,1.8,social,0.798,0.288,54.2,medium,212.9623
56,Female,4.7,4.4,9.4,2,27,9,5,416,3389,1.1,mixed,1.068,4.7,68.5,medium,130.1623
33,Female,5.2,8.9,4.9,2,61,10,2,239,5564,1.8,social,0.584,2.45,46.5,medium,372.2053
59,Male,4.2,4.5,11.5,2,99,8,2,213,9743,3.8,mixed,0.933,5.75,37.1,low,623.6917
36,Male,9.1,8.3,8.9,2,69,5,1,184,11684,3.5,gaming,1.096,4.45,48.5,medium,389.7767
42,Female,2.5,5.3,2.1,4,15,4,2,345,6884,2.7,mixed,0.472,0.525,59.2,medium,49.3369
24,Female,7.7,8.4,6.3,9,92,4,8,397,10262,1.5,social,0.917,0.7,33.9,low,0.1458
40,Female,8.6,5.2,12.8,2,9,9,2,35,8202,5.7,gaming,1.654,6.4,28.0,low,12.7973
27,Male,5.3,6.1,6.1,6,55,8,6,110,2368,4.8,study,0.869,1.017,37.1,low,640.1112
22,Female,6.4,8.2,0.7,6,114,9,9,329,9051,0.5,social,0.78,0.117,28.0,low,436.1503
35,Female,5.0,8.0,6.7,5,29,11,3,430,3021,4.2,study,0.625,1.34,53.1,medium,134.0189
30,Male,5.3,7.0,3.2,6,7,8,8,88,5872,5.1,study,0.757,0.533,46.1,medium,648.6212
26,Female,7.9,8.6,13.8,1,65,10,3,135,11256,4.4,study,0.919,13.8,38.8,low,75.9611
55,Female,9.9,4.3,12.4,2,81,5,6,379,1146,0.8,gaming,2.302,6.2,51.7,medium,737.2467
34,Female,8.3,4.0,,3,10,6,3,402,13222,2.0,gaming,2.075,4.167,63.4,medium,342.4144
25,Other,4.3,4.1,1.3,4,48,7,5,381,8343,0.4,mixed,1.049,0.325,75.7,high,729.8976
33,Male,8.7,7.2,3.4,4,95,8,5,33,3984,0.6,gaming,1.208,0.85,45.2,medium,183.2946
41,Female,2.8,5.4,9.1,5,31,5,4,487,9120,0.5,mixed,0.519,1.82,44.6,medium,745.324
49,Female,8.6,5.0,7.9,8,112,4,4,60,7244,1.6,gaming,1.72,0.988,43.9,medium,823.6701
35,Female,3.7,5.3,2.6,7,52,11,2,35,9489,0.2,mixed,0.698,0.371,60.8,medium,195.4097
46,Male,7.0,8.7,9.1,4,68,10,9,143,5004,0.2,social,0.805,2.275,34.5,low,712.3089
33,Female,4.6,8.7,6.8,4,57,5,5,201,12345,3.8,mixed,0.529,1.7,36.9,low,459.7958
31,Female,3.5,,10.2,8,16,11,9,121,5576,0.8,study,0.5,1.275,52.1,medium,107.7778
37,Female,6.0,8.4,10.5,3,80,6,6,354,1617,4.3,study,0.714,3.5,25.6,low,579.9897
40,Male,8.9,6.6,6.4,5,51,5,8,53,7261,1.5,gaming,1.348,1.28,46.7,medium,591.9522
58,Male,3.3,4.4,8.0,8,16,5,4,497,8704,2.6,mixed,0.75,1.0,56.5,medium,71.2658
30,Other,3.4,8.2,9.7,8,84,6,3,46,14068,4.8,study,0.415,1.212,29.6,low,56.8519
52,Female,3.9,5.3,5.5,2,0,4,7,372,13909,1.7,mixed,0.736,2.75,49.5,medium,980.6325
19,Male,8.7,6.1,14.0,3,115,10,3,211,8765,3.8,gaming,1.426,4.667,31.7,low,946.5758
21,Male,7.2,5.8,5.5,5,8,4,3,152,3504,1.5,social,1.241,1.1,67.9,medium,416.9295
38,Female,6.9,7.5,3.3,8,107,8,7,241,8116,3.0,social,0.92,0.412,33.4,low,62.7556
32,Female,6.7,6.1,14.5,4,26,11,5,231,6176,0.9,social,1.098,3.625,42.3,medium,974.699
37,Female,6.6,5.0,14.2,8,79,9,7,291,9356,4.5,study,1.32,1.775,29.4,low,676.9121
29,Other,2.1,6.2,7.7,8,92,4,1,355,13410,5.4,study,0.339,0.962,33.4,low,48.9957
30,Female,6.8,7.1,14.0,6,85,9,2,122,4657,2.3,social,0.958,2.333,27.3,low,946.2469
21,Male,3.5,7.4,2.8,9,20,6,6,16,6998,0.1,mixed,0.473,0.311,48.8,medium,554.9613
21,Male,3.8,6.8,13.5,7,47,6,9,175,6351,0.6,mixed,0.559,1.929,24.1,low,543.5912
42,Female,8.7,5.1,3.8,5,90,9,4,359,11703,5.7,gaming,1.706,0.76,54.0,medium,472.0461
54,Female,9.2,6.9,8.0,3,96,9,2,400,11912,4.9,gaming,1.333,2.667,35.8,low,125.9453
19,Female,3.0,4.3,11.6,2,111,7,9,481,8150,6.0,study,0.698,5.8,27.7,low,817.4432
24,Male,4.2,5.2,3.8,1,17,5,2,499,14608,5.4,study,0.808,3.8,71.7,high,474.0339
18,Female,8.5,4.4,1.4,2,54,9,8,277,13520,2.8,gaming,1.932,0.7,62.4,medium,537.8494
50,Female,7.7,4.6,7.4,7,54,7,7,6,8908,4.9,study,1.674,1.057,52.2,medium,708.0181
42,Female,9.4,5.7,7.1,8,119,7,8,226,5510,5.1,gaming,1.649,0.888,36.5,low,986.8201
51,Female,2.5,7.2,10.7,5,2,5,5,263,8821,5.0,study,0.347,2.14,35.0,low,812.7926
48,Male,3.2,7.1,13.9,3,24,6,2,497,9968,0.8,mixed,0.451,4.633,36.5,low,584.4293
57,Male,2.5,5.1,11.3,6,80,11,6,8,8312,2.8,mixed,0.49,1.883,39.5,low,272.4871
25,Female,7.5,5.0,9.9,4,118,11,8,391,9343,0.6,mixed,1.5,2.475,38.4,low,109.8621
54,Female,8.4,5.4,12.3,5,90,11,1,325,10757,0.4,gaming,1.556,2.46,49.2,medium,491.1988
21,Female,3.7,4.6,10.1,9,72,11,1,315,13443,3.1,mixed,0.804,1.122,65.0,medium,512.1824
25,Female,4.7,8.8,4.3,3,59,6,5,360,2657,4.6,study,0.534,1.433,40.2,medium,884.0129
51,Male,3.6,6.0,6.4,2,73,6,4,475,14551,2.2,mixed,0.6,3.2,35.5,low,126.582
50,Female,5.2,4.1,2.5,5,54,9,4,296,14875,0.4,social,1.268,0.5,59.6,medium,698.9706
30,Male,6.6,8.3,14.6,4,3,6,2,410,12562,2.3,social,0.795,3.65,38.6,low,738.8518
42,Female,8.7,8.2,8.5,5,72,6,8,135,6515,5.5,gaming,1.061,1.7,38.5,low,188.6671
19,Female,9.3,5.8,13.0,5,32,10,2,442,10872,4.2,gaming,1.603,2.6,62.2,medium,201.5779
25,Female,8.1,6.5,6.1,3,33,7,7,104,14054,1.5,gaming,1.246,2.033,48.8,medium,815.9242
33,Female,8.6,7.1,5.4,4,28,6,7,467,1554,0.2,gaming,1.211,1.35,69.4,medium,811.0144
